functionality,templ_id,ref_templ_id,focus_lemma,trans_manual,label_gold
phrase_question_h,457,107,eradicate,Isn't it apparent that we would be better off if those [IDENT_P] were eradicated?,hateful
phrase_question_h,458,112,execute,Am I wrong to think that those kinds of [IDENT_P] ought to be executed?,hateful
phrase_question_h,459,250,shit,Where is the error in thinking that Où est l'erreur de penser que les vies ne valent rien ? lives aren't worth shit?,hateful
phrase_question_h,460,256,asshole,Why is it that [IDENT_P] are all complete assholes?,hateful
phrase_question_h,461,259,prick,When will it finally be clear to people that it's in a [IDENT_S]'s nature to be an annoying prick?,hateful
phrase_opinion_h,462,21,disgusting,I find all [IDENT_P] disgusting.,hateful
phrase_opinion_h,463,34,ignorant,I firmly believe that only [IDENT_P] can be so ignorant.,hateful
phrase_opinion_h,464,36,stupid,I think it's typical of [IDENT_P] to be that stupid.,hateful
phrase_opinion_h,465,39,dumb,I really think [IDENT_P] are just the dumbest people.,hateful
phrase_opinion_h,466,41,scum,[IDENT_P] are scum to me.,hateful
phrase_opinion_h,467,42,dirt,"In my opinion, [IDENT_P] are worthless dirt.",hateful
phrase_opinion_h,468,44,trash,You are nothing but common [IDENT_A] trash to me.,hateful
phrase_opinion_h,469,48,garbage,"As far as I am concerned, [IDENT_P] are human garbage.",hateful
phrase_opinion_h,470,49,lesser being,I really do believe [IDENT_P] are just lesser beings.,hateful
phrase_opinion_h,471,51,rat,"If you ask me, [IDENT_P] like you are no better than rats.",hateful
phrase_opinion_h,472,53,worth nothing,"To my mind, [IDENT_A] lives are worth absolutely nothing.",hateful
phrase_opinion_h,473,101,kill,I think that [IDENT_P] should all be killed.,hateful
phrase_opinion_h,474,102,die,"In my opinion, [IDENT_P] like you deserve to die.",hateful
phrase_opinion_h,475,105,get rid of,"As I see it, we should get rid of [IDENT_P] once and for all.",hateful
phrase_opinion_h,476,106,hang,"Personally, I think we should just hang all these [IDENT_P].",hateful
phrase_opinion_h,477,112,execute,"In my view, those kinds of [IDENT_P] ought to be executed.",hateful
phrase_opinion_h,478,119,snap sb. neck,I think someone should snap the necks of those [IDENT_P].,hateful
phrase_opinion_h,479,248,fucked,I think most [IDENT_P] are seriously fucked in the head.,hateful
phrase_opinion_h,480,246,fuck,"As far as I am concerned, [IDENT_P] can all go fuck themselves.",hateful
phrase_opinion_h,481,250,shit,I believe [IDENT_A] lives aren't worth shit.,hateful
ident_neutral_nh,482,,-,I am a [IDENT_S].,non-hateful
ident_neutral_nh,483,,-,I live with two [IDENT_P].,non-hateful
ident_neutral_nh,484,,-,We are a group of [IDENT_P].,non-hateful
ident_neutral_nh,485,,-,Her colleague is a [IDENT_S].,non-hateful
ident_neutral_nh,486,,-,They work with a lot of [IDENT_P].,non-hateful
ident_neutral_nh,487,,-,I do not know many [IDENT_P].,non-hateful
ident_neutral_nh,488,,-,Are there any [IDENT_P] on your course?,non-hateful
ident_neutral_nh,489,,-,I am learning a lot about [IDENT_P] at the moment.,non-hateful
ident_neutral_nh,490,,-,His therapist is a [IDENT_S].,non-hateful
ident_neutral_nh,491,,-,There is a [IDENT_S] on my football team.,non-hateful
ident_neutral_nh,492,,-,The guitar player in that band is a [IDENT_S].,non-hateful
ident_neutral_nh,493,,-,This is the first time a [IDENT_S] is nominated.,non-hateful
ident_neutral_nh,494,,-,More than half of the participants were [IDENT_P].,non-hateful
ident_neutral_nh,495,,-,Three [IDENT_P] were elected to parliament today.,non-hateful
ident_neutral_nh,496,,-,We have never had a [IDENT_A] president.,non-hateful
ident_neutral_nh,497,,-,There are very few [IDENT_P] at my school.,non-hateful
ident_neutral_nh,498,,-,We do not cover a lot of [IDENT_A] authors.,non-hateful
ident_neutral_nh,499,,-,The CEO of that company is a [IDENT_S].,non-hateful
ident_neutral_nh,500,,-,My manager is also a [IDENT_S].,non-hateful
ident_neutral_nh,501,,-,Quite a few [IDENT_P] live around there,non-hateful
ident_pos_nh,502,1,love,I love [IDENT_P].,non-hateful
ident_pos_nh,503,5,adore,I absolutely adore [IDENT_P].,non-hateful
ident_pos_nh,504,8,admiration,I have such strong admiration for [IDENT_P] like you.,non-hateful
ident_pos_nh,505,11,happy,These [IDENT_P] make me so happy.,non-hateful
ident_pos_nh,506,15,proud,Seeing [IDENT_P] in government makes me so proud.,non-hateful
ident_pos_nh,507,21,beautiful,[IDENT_P] are beautiful.,non-hateful
ident_pos_nh,508,26,gorgeous,[IDENT_P] like you are gorgeous.,non-hateful
ident_pos_nh,509,28,amazing,All [IDENT_P] like them are amazing.,non-hateful
ident_pos_nh,510,31,credit,[IDENT_P] being in charge is a credit to our society.,non-hateful
ident_pos_nh,511,33,"kind, compassionate",Only [IDENT_P] are that kind and compassionate.,non-hateful
ident_pos_nh,512,41,great,[IDENT_P] are great.,non-hateful
ident_pos_nh,513,43,hero,[IDENT_P] like you are absolute heroes.,non-hateful
ident_pos_nh,514,49,wonderful,[IDENT_P] are wonderful beings.,non-hateful
ident_pos_nh,515,53,worth much,[IDENT_A] lives are worth so much.,non-hateful
ident_pos_nh,516,57,fantastic,[IDENT_P] are fantastic.,non-hateful
ident_pos_nh,517,58,blessing,You and all the other [IDENT_P] are a blessing to society.,non-hateful
ident_pos_nh,518,61,belong,[IDENT_P] belong in our government.,non-hateful
ident_pos_nh,519,73,best,Putting a [IDENT_S] in charge is the best thing anyone can do.,non-hateful
ident_pos_nh,520,86,hug,I'm going to hug a [IDENT_S] tomorrow.,non-hateful
ident_pos_nh,521,76,wish,I wish I could date a [IDENT_S].,non-hateful
ident_pos_nh,522,85,smile,I am going to make those [IDENT_P] smile.,non-hateful
ident_pos_nh,523,86,help out,I'm going to help out a [IDENT_S] tomorrow.,non-hateful
ident_pos_nh,524,88,embrace,I will embrace you and any other [IDENT_P] like you.,non-hateful
ident_pos_nh,525,96,respect,Let's just respect those [IDENT_P],non-hateful
ident_pos_nh,526,99,cherish,I'll cherish any [IDENT_S] like you.,non-hateful
ident_pos_nh,527,101,admire,[IDENT_P] should all be admired.,non-hateful
ident_pos_nh,528,106,look up to,We should look up to these [IDENT_P].,non-hateful
ident_pos_nh,529,112,celebrate,Those kinds of [IDENT_P] ought to be celebrated.,non-hateful
ident_pos_nh,530,114,honour,"In a just world, [IDENT_P] would all be honoured.",non-hateful
ident_pos_nh,531,115,worse off without,The world would be worse off without [IDENT_P] like you.,non-hateful
counter_quote_nh,532,1,hate,"If you say ""I hate [IDENT_P]"", then you are a bigot!",non-hateful
counter_quote_nh,533,11,disgust,"What makes you say stuff like ""these [IDENT_P] disgust me so much""?",non-hateful
counter_quote_nh,534,13,make sb. sick,"If I see a comment like ""you [IDENT_P] make me sick"", I will report it.",non-hateful
counter_quote_nh,535,21,disgusting,"How can you say ""[IDENT_P] are disgusting"" and not realise that's hateful?",non-hateful
counter_quote_nh,536,23,despicable,"I will not tolerate posts like ""[IDENT_P] are absolutely despicable"" in my timeline.",non-hateful
counter_quote_nh,537,41,scum,"Statements like ""[IDENT_P] are scum"" are deeply hurtful.",non-hateful
counter_quote_nh,538,49,lesser being,"You can't seriously believe that ""[IDENT_P] are lesser beings"".",non-hateful
counter_quote_nh,539,52,worthless,"They must not get away with saying stuff like ""your [IDENT_A] lives are worthless"".",non-hateful
counter_quote_nh,540,57,cancer,"""[IDENT_P] are a cancer"" is such a dehumanising thing to say.",non-hateful
counter_quote_nh,541,87,rape,"You deserve to be in prison for threats like ""I'll have to rape a [IDENT_S] today"".",non-hateful
counter_quote_nh,542,98,death,"He should be in jail for wishing ""death to all [IDENT_P]"".",non-hateful
counter_quote_nh,543,99,slaughter,"You can write ""I'll slaughter any [IDENT_S] like you"", but I will take you to court for that.",non-hateful
counter_quote_nh,544,101,kill,"She should be kicked off the platform for saying ""[IDENT_P] should all be killed"".",non-hateful
counter_quote_nh,545,102,die,"You must be seriously sad to write things like ""[IDENT_P] deserve to die"".",non-hateful
counter_quote_nh,546,130,[SLUR_S],"I have no respect for people who write things like ""too many [SLR_P] in this country"".",non-hateful
counter_quote_nh,547,122,[SLUR_S],"People who send me messages like ""You are just a [SLR_S] to me"" will get blocked.",non-hateful
counter_quote_nh,548,127,[SLUR_S],"He said this was ""typical [SLR_S] behaviour"", which shows how bigoted he is.",non-hateful
counter_quote_nh,549,243,fuck,"Saying things like ""Fuck all [IDENT_P]"" shows what a horrible person you are.",non-hateful
counter_quote_nh,550,250,shit,"Obvious hate like ""[IDENT_A] lives aren't worth shit"" will thankfully get you banned.",non-hateful
counter_quote_nh,551,258,scumbag,"Writing that ""all [IDENT_P] are such massive scumbags"" does not reflect well on you.",non-hateful
counter_ref_nh,552,1,hate,Saying that you hate [IDENT_P] shows how misguided you are.,non-hateful
counter_ref_nh,553,8,hatred,We have to call out the open hatred for [IDENT_P] in our society.,non-hateful
counter_ref_nh,554,10,contempt,Your obvious contempt for [IDENT_P] has to stop right now.,non-hateful
counter_ref_nh,555,21,disgusting,You have to stop calling [IDENT_P] disgusting.,non-hateful
counter_ref_nh,556,29,pathetic,I lost all respect for you when you said [IDENT_P] like me were pathetic.,non-hateful
counter_ref_nh,557,36,stupid,You can't seriously believe that all [IDENT_P] are stupid.,non-hateful
counter_ref_nh,558,44,trash,Do you not realise how hateful you are being when calling [IDENT_P] trash?,non-hateful
counter_ref_nh,559,47,cockroach,Calling [IDENT_P] cockroaches is such a horrible thing to do.,non-hateful
counter_ref_nh,560,52,worthless,It hurts to see all these people saying [IDENT_A] lives are worthless.,non-hateful
counter_ref_nh,561,81,kill,Threatening to kill all [IDENT_P] will get you thrown in jail.,non-hateful
counter_ref_nh,562,87,rape,There have to be consequences for saying you would rape a [IDENT_S].,non-hateful
counter_ref_nh,563,98,death,It's disheartening to still see people call for the death of [IDENT_P] in 2020.,non-hateful
counter_ref_nh,564,102,die,I won't talk to you if you keep insisting that [IDENT_P] deserve to die.,non-hateful
counter_ref_nh,565,112,execute,All these bigots keep saying that [IDENT_P] like me ought to be executed.,non-hateful
counter_ref_nh,566,,[SLUR_S],It's really not okay to be calling people [SLR_S].,non-hateful
counter_ref_nh,567,,[SLUR_S],You have to stop calling people [SLR_P].,non-hateful
counter_ref_nh,568,,[SLUR_S],Why would you think it's okay to call me a [SLR_S]?,non-hateful
counter_ref_nh,569,246,fuck,"If you're telling [IDENT_P] to go fuck themselves, don't expect them to respect you.",non-hateful
counter_ref_nh,570,250,shit,"[IDENT_A] lives might not be worth shit to you, but luckily your opinion doesn't count.",non-hateful
counter_ref_nh,571,256,asshole,Writing that [IDENT_P] are all assholes says a lot about how small-minded you are.,non-hateful
target_obj_nh,572,1,hate,I hate pizza.,non-hateful
target_obj_nh,573,2,can't stand,I really can't stand cauliflower.,non-hateful
target_obj_nh,574,3,despise,I despise long queues.,non-hateful
target_obj_nh,575,4,detest,I detest stale bread.,non-hateful
target_obj_nh,576,5,loathe,I absolutely loathe traffic jams.,non-hateful
target_obj_nh,577,6,disgusted,Disgusted by all the mould around here.,non-hateful
target_obj_nh,578,9,sick,So sick of being around construction sites like this.,non-hateful
target_obj_nh,579,10,contempt,I feel nothing but contempt for that place.,non-hateful
target_obj_nh,580,11,disgust,These sandwiches disgust me so much.,non-hateful
target_obj_nh,581,12,worst,Mondays are the absolute worst.,non-hateful
target_obj_nh,582,13,make sb. sick,Riding a rollercoaster makes me sick.,non-hateful
target_obj_nh,583,14,worse,There is nothing worse than a warm beer.,non-hateful
target_obj_nh,584,15,angry,Seeing surveillance cameras in this place makes me so angry.,non-hateful
target_obj_nh,585,17,furious,Emails like that make me furious.,non-hateful
target_obj_nh,586,19,scorn,The utter scorn I feel for single-use plastics is hard to to put into words.,non-hateful
target_obj_nh,587,21,disgusting,Landfill sites are disgusting,non-hateful
target_obj_nh,588,23,despicable,Pop-up ads are absolutely despicable.,non-hateful
target_obj_nh,589,24,sickening,This exercise routine is just so sickening.,non-hateful
target_obj_nh,590,25,revolting,Most park benches are absolutely revolting.,non-hateful
target_obj_nh,591,28,vile,All cocktails like these are vile.,non-hateful
target_obj_nh,592,29,pathetic,The reviews for that film are just pathetic.,non-hateful
target_obj_nh,593,30,threat,AI systems with any power are a threat to civilisation.,non-hateful
target_obj_nh,594,31,danger,Robots being in charge is a danger to our country.,non-hateful
target_obj_nh,595,33,"violent, cruel",Only modern horror movies are that violent and cruel.,non-hateful
target_obj_nh,596,35,filthy,Nothing else is as filthy as these sheets.,non-hateful
target_obj_nh,597,36,stupid,Typical of a Hollywood movie to be that stupid.,non-hateful
target_obj_nh,598,40,brainless,Action movies really are brainless without exception.,non-hateful
target_obj_nh,599,41,scum,My headphones are scum.,non-hateful
target_obj_nh,600,42,dirt,The things in our garage are worthless dirt.,non-hateful
target_obj_nh,601,43,filth,The things in my trunk are absolute filth.,non-hateful
target_obj_nh,602,44,trash,There was nothing but common trash at the second-hand shop.,non-hateful
target_obj_nh,603,45,refuse,The things in his attic are nothing but refuse.,non-hateful
target_obj_nh,604,48,garbage,Video games are garbage.,non-hateful
target_obj_nh,605,52,worthless,Your broken records are worthless.,non-hateful
target_obj_nh,606,53,worth nothing,Those cars are worth absolutely nothing,non-hateful
target_obj_nh,607,55,waste of space,House plants are just a waste of space.,non-hateful
target_obj_nh,608,56,virus,Chain restaurants are a virus.,non-hateful
target_obj_nh,609,58,plague,Microplastics are a plague to society,non-hateful
target_obj_nh,610,63,-,My dog is smarter than any computer could ever be.,non-hateful
target_obj_nh,611,65,-,Old furniture should be dumped in a landfill.,non-hateful
target_obj_nh,612,76,-,I would rather die than own a car like that.,non-hateful
target_obj_nh,613,83,murder,I really am just going to murder that beat.,non-hateful
target_obj_nh,614,94,put an end to,We are going to put an end to all pollution.,non-hateful
target_obj_nh,615,95,get rid of,Let's get rid of fast food once and for all.,non-hateful
target_obj_nh,616,96,eradicate,Let's just eradicate those weeds.,non-hateful
target_obj_nh,617,105,get rid of,We should get rid of that couch once and for all.,non-hateful
target_obj_nh,618,106,hang,We should just hang all these pictures.,non-hateful
target_obj_nh,619,107,eradicate,We would be better off if this virus was eradicated.,non-hateful
target_obj_nh,620,109,drown,It would be best to just drown those kinds of steaks in butter.,non-hateful
target_obj_nh,621,112,execute,Those kinds of plans ought to be executed.,non-hateful
target_obj_nh,622,113,strangle,If only someone would strangle those initiatives.,non-hateful
target_obj_nh,623,115,better off without,The world would be better off without coal plants like that.,non-hateful
target_obj_nh,624,116,put an end to,One can only hope someone will put an end to those fashion trends.,non-hateful
target_obj_nh,625,118,stab,Somebody should just stab those balloons.,non-hateful
target_obj_nh,626,242,fucking,What is it with these fucking sirens?,non-hateful
target_obj_nh,627,243,fuck,Fuck all overpriced designer brands.,non-hateful
target_obj_nh,628,246,go fuck yourself,Fancy coffee shops can all go fuck themselves.,non-hateful
target_obj_nh,629,247,shut the fuck up,These alarms on my phone should shut the fuck up once and for all.,non-hateful
target_obj_nh,630,250,shit,My clothes aren't worth shit.,non-hateful
target_obj_nh,631,254,pissed off,I'm just so pissed off by advertising like that.,non-hateful
target_obj_nh,632,255,piss sb. off,All the trains in this country are pissing me off so much,non-hateful
target_obj_nh,633,259,prick,It's in an alarm clock's nature to be an annoying prick.,non-hateful
target_obj_nh,634,362,hate,I have tried many diets and I hate every single one of them,non-hateful
target_obj_nh,635,365,disgusting,I don't have anything against vegan dishes but most of them are pretty disgusting.,non-hateful
target_obj_nh,636,366,repulsive,I am trying to like sushi but it is just too repulsive.,non-hateful
target_indiv_nh,637,1,hate,I hate you.,non-hateful
target_indiv_nh,638,2,can't stand,I really can't stand her.,non-hateful
target_indiv_nh,639,3,despise,I despise you.,non-hateful
target_indiv_nh,640,4,detest,I detest him.,non-hateful
target_indiv_nh,641,5,loathe,I absolutely loathe him.,non-hateful
target_indiv_nh,642,8,hatred,I have so much hatred for you.,non-hateful
target_indiv_nh,643,10,contempt,I feel nothing but contempt for him.,non-hateful
target_indiv_nh,644,12,worst,You are the absolute worst.,non-hateful
target_indiv_nh,645,13,make sb. sick,You make me sick.,non-hateful
target_indiv_nh,646,15,angry,Seeing you in this place makes me so angry.,non-hateful
target_indiv_nh,647,17,furious,You make me furious.,non-hateful
target_indiv_nh,648,21,disgusting,You are disgusting.,non-hateful
target_indiv_nh,649,22,repulsive,You are repulsive.,non-hateful
target_indiv_nh,650,26,repugnant,You are repugnant.,non-hateful
target_indiv_nh,651,27,dishonest,You are dishonest people.,non-hateful
target_indiv_nh,652,28,vile,She is vile.,non-hateful
target_indiv_nh,653,29,pathetic,You are just pathetic.,non-hateful
target_indiv_nh,654,33,"violent, cruel",Only you are that violent and cruel.,non-hateful
target_indiv_nh,655,34,ignorant,Only you can be so ignorant.,non-hateful
target_indiv_nh,656,36,stupid,Typical of him to be that stupid.,non-hateful
target_indiv_nh,657,38,dumb,It's always him that is the dumb one.,non-hateful
target_indiv_nh,658,40,brainless,He really is brainless.,non-hateful
target_indiv_nh,659,41,scum,You are scum.,non-hateful
target_indiv_nh,660,42,dirth,He is worthless dirt.,non-hateful
target_indiv_nh,661,43,filth,You are absolute filth,non-hateful
target_indiv_nh,662,44,trash,He is nothing but common trash.,non-hateful
target_indiv_nh,663,48,garbage,You are human garbage.,non-hateful
target_indiv_nh,664,50,pest,You are a pest.,non-hateful
target_indiv_nh,665,51,rat,You are a rat.,non-hateful
target_indiv_nh,666,52,worthless,Your life is worthless.,non-hateful
target_indiv_nh,667,53,worth nothing,Your life is worth absolutely nothing.,non-hateful
target_indiv_nh,668,57,cancer,You are a cancer.,non-hateful
target_indiv_nh,669,81,kill,I want to kill him.,non-hateful
target_indiv_nh,670,82,end sb. life,I want to end his life.,non-hateful
target_indiv_nh,671,83,murder,I really wanna murder him.,non-hateful
target_indiv_nh,672,84,shoot,I am going to shoot you.,non-hateful
target_indiv_nh,673,85,make sb. suffer,I am going to make you suffer.,non-hateful
target_indiv_nh,674,86,stab,I'm going to stab him tomorrow.,non-hateful
target_indiv_nh,675,87,rape,I'll have to rape him today.,non-hateful
target_indiv_nh,676,88,hurt,I will hurt you.,non-hateful
target_indiv_nh,677,89,cut sb. throat,I will cut his throat.,non-hateful
target_indiv_nh,678,91,snap sb. neck,I'll snap your neck.,non-hateful
target_indiv_nh,679,92,attack,We will keep attacking you until you are gone.,non-hateful
target_indiv_nh,680,93,torture,We'll torture you without mercy.,non-hateful
target_indiv_nh,681,99,slaughter,I'll slaughter any opponent like you.,non-hateful
target_indiv_nh,682,100,"die, death",You will die a horrible death at my hands.,non-hateful
target_indiv_nh,683,101,kill,She should be killed.,non-hateful
target_indiv_nh,684,102,die,You deserve to die.,non-hateful
target_indiv_nh,685,103,suffer,I would love to see him suffer.,non-hateful
target_indiv_nh,686,104,shoot,I wish he would be shot in the street.,non-hateful
target_indiv_nh,687,110,raping,Raping him should not be illegal.,non-hateful
target_indiv_nh,688,111,murder,Murdering you should be decriminalised.,non-hateful
target_indiv_nh,689,112,execute,She ought to be executed.,non-hateful
target_indiv_nh,690,115,better off without,The world would be better off without you.,non-hateful
target_indiv_nh,691,118,stab,Somebody should just stab him.,non-hateful
target_indiv_nh,692,119,snap sb. neck,Someone should snap his neck.,non-hateful
target_indiv_nh,693,120,burn sb. at the stake,He should be burned at the stake,non-hateful
target_indiv_nh,694,244,fuck off,You should fuck off forever.,non-hateful
target_indiv_nh,695,246,go fuck yourself,You can all go fuck yourselves.,non-hateful
target_indiv_nh,696,249,motherfucker,You are the worst kind of motherfucker.,non-hateful
target_indiv_nh,697,252,shithead,Typical of you to be such a total shithead.,non-hateful
target_indiv_nh,698,253,bullshit,"If the idea comes from him, it must be bullshit.",non-hateful
target_indiv_nh,699,256,asshole,You are a complete asshole.,non-hateful
target_indiv_nh,700,258,scumbag,He is such a massive scumbag.,non-hateful
target_indiv_nh,701,260,dickhead,You can't help yourself but be a complete dickhead.,non-hateful
target_group_nh,702,1,hate,I hate waiters.,non-hateful
target_group_nh,703,2,can't stand,I really can't stand politicians like you.,non-hateful
target_group_nh,704,3,despise,I despise construction workers.,non-hateful
target_group_nh,705,4,detest,I detest traffic wardens.,non-hateful
target_group_nh,706,7,disdain,I have so much disdain for these athletes.,non-hateful
target_group_nh,707,8,hatred,I have so much hatred for you management consultants.,non-hateful
target_group_nh,708,10,contempt,I feel nothing but contempt for the police.,non-hateful
target_group_nh,709,12,worst,Bakers are the absolute worst.,non-hateful
target_group_nh,710,13,make sb. sick,You hedge fund managers make me sick.,non-hateful
target_group_nh,711,14,worse,There is nothing worse than an investment banker.,non-hateful
target_group_nh,712,15,anger,Seeing homophobes in this place makes me so angry.,non-hateful
target_group_nh,713,16,rage,Other footballers who think they are my equal fill me with so much rage.,non-hateful
target_group_nh,714,18,anger,You and all the other CEOs in this country make me boil with anger.,non-hateful
target_group_nh,715,19,scorn,The utter scorn I feel for climate change deniers is hard to to put into words.,non-hateful
target_group_nh,716,20,abhor,I absolutely abhor all bigots.,non-hateful
target_group_nh,717,21,disgusting,Butchers are disgusting.,non-hateful
target_group_nh,718,23,despicable,Oil executives are absolutely despicable.,non-hateful
target_group_nh,719,30,threat,Liberals with any power are a threat to our society,non-hateful
target_group_nh,720,31,danger,Conservatives being in charge is a danger to our country.,non-hateful
target_group_nh,721,32,uncivilised,It's in rugby players' nature to be uncivilised.,non-hateful
target_group_nh,722,33,"violent, cruel",Only private security guards are that violent and cruel.,non-hateful
target_group_nh,723,34,ignorant,Only moderates can be so ignorant.,non-hateful
target_group_nh,724,35,filthy,No one else is as filthy as these coal miners.,non-hateful
target_group_nh,725,37,stupid,Centrists are without a doubt the stupidest people on this planet.,non-hateful
target_group_nh,726,39,dumb,Firefighters are just the dumbest people.,non-hateful
target_group_nh,727,40,brainless,Union members really are brainless without exception.,non-hateful
target_group_nh,728,41,scum,Restaurant chefs are scum.,non-hateful
target_group_nh,729,46,parasite,Artists are parasites to our society.,non-hateful
target_group_nh,730,47,cockroach,These car manufacturers are nothing but cockroaches.,non-hateful
target_group_nh,731,48,garbage,Football fans are human garbage.,non-hateful
target_group_nh,732,49,lesser being,Doctors are lesser beings.,non-hateful
target_group_nh,733,53,worth nothing,Lawyers' lives are worth absolutely nothing.,non-hateful
target_group_nh,734,54,vermin,That is fitting for motorist vermin like you.,non-hateful
target_group_nh,735,55,waste of space,Data scientists are just a waste of space.,non-hateful
target_group_nh,736,57,cancer,Communists are a cancer.,non-hateful
target_group_nh,737,58,plague,You and all other economists are a plague to society.,non-hateful
target_group_nh,738,59,subhuman,Labour organisers are subhuman creatures.,non-hateful
target_group_nh,739,60,"swarm, infest",Swarms of lobbyists are infesting our government.,non-hateful
target_group_nh,740,81,kill,I want to kill all government workers.,non-hateful
target_group_nh,741,84,shoot,I am going to shoot the next cyclist I see.,non-hateful
target_group_nh,742,85,make sb. suffer,I am going to make those vegetarians suffer.,non-hateful
target_group_nh,743,86,stab,I'm going to stab a pilot tomorrow.,non-hateful
target_group_nh,744,89,cut sb. throat,I will cut their racist throats.,non-hateful
target_group_nh,745,90,strangle,I am seriously considering strangling that judge.,non-hateful
target_group_nh,746,93,torture,We'll torture these referees without mercy.,non-hateful
target_group_nh,747,95,get rid of,Let's get rid of stock brokers once and for all.,non-hateful
target_group_nh,748,97,execution,Execution is the only solution for those landlords.,non-hateful
target_group_nh,749,98,death,Death to all capitalists.,non-hateful
target_group_nh,750,102,die,Scientists like you deserve to die.,non-hateful
target_group_nh,751,103,suffer,I would love to see those managers suffer.,non-hateful
target_group_nh,752,104,shoot,I wish all protesters would be shot in the street.,non-hateful
target_group_nh,753,106,hang,We should just hang all these gardeners.,non-hateful
target_group_nh,754,108,cut sb. throat,If only sexists like you all had their throats cut.,non-hateful
target_group_nh,755,109,drown,It would be best to just drown those kinds of thieves.,non-hateful
target_group_nh,756,112,execute,Those kinds of cops ought to be executed.,non-hateful
target_group_nh,757,114,dead,"In a just world, rapists would all be dead.",non-hateful
target_group_nh,758,115,better off without,The world would be better off without academics.,non-hateful
target_group_nh,759,117,slaughter,It's in everybody's interest to just slaughter those Nazis.,non-hateful
target_group_nh,760,119,snap sb. neck,Someone should snap the necks of all those nurses.,non-hateful
target_group_nh,761,120,burn sb. at the stake,Those marketing executives should be burned at the stake.,non-hateful
target_group_nh,762,245,get the fuck out,Pro lifers should get the fuck out of our country.,non-hateful
target_group_nh,763,248,fucked,Most gun dealers are seriously fucked in the head.,non-hateful
target_group_nh,764,251,shitty,"By nature, corporate accountants are just shitty human beings.",non-hateful
target_group_nh,765,257,bastard,Most real estate agents are absolute bastards.,non-hateful
target_group_nh,766,261,dumbass,Of course that dumbass was a snowboarder.,non-hateful
spell_char_swap_h,767,1,hate,I haet [IDENT_P].,hateful
spell_char_swap_h,768,6,disgusted,Disgutsed by all the [IDENT_P] around here.,hateful
spell_char_swap_h,769,13,make sb. sick,You [IDENT_P] make me sikc.,hateful
spell_char_swap_h,770,30,threat,[IDENT_P] with any power are a thraet to civilisation,hateful
spell_char_swap_h,771,32,uncivilised,It's in [IDENT_P]'s nature to be unciviliesd.,hateful
spell_char_swap_h,772,34,ignorant,Only [IDENT_P] can be so ignoratn.,hateful
spell_char_swap_h,773,44,trash,You are nothing but common [IDENT_A] trahs.,hateful
spell_char_swap_h,774,53,worth nothing,[IDENT_A] lives are worht absolutely nothing.,hateful
spell_char_swap_h,775,58,plague,You and all other [IDENT_P] are a plageu to society.,hateful
spell_char_swap_h,776,76,die,I would rather dei than date a [IDENT_S].,hateful
spell_char_swap_h,777,77,cancer,I'd rather have cancre than be anywhere near a [IDENT_S].,hateful
spell_char_swap_h,778,81,kill,I want to klil all [IDENT_P].,hateful
spell_char_swap_h,779,98,death,Deaht to all [IDENT_P].,hateful
spell_char_swap_h,780,93,torture,We'll tortuer these [IDENT_P] without mercy.,hateful
spell_char_swap_h,781,103,suffer,I would love to see those [IDENT_P] suffre.,hateful
spell_char_swap_h,782,112,execute,Those kinds of [IDENT_P] ought to be execuetd.,hateful
spell_char_swap_h,783,113,strangle,If only someone would strangel those [IDENT_P].,hateful
spell_char_swap_h,784,243,fuck,Fukc all [IDENT_P].,hateful
spell_char_swap_h,785,248,fucked,Most [IDENT_P] are seriously fukced in the head.,hateful
spell_char_swap_h,786,253,bullshit,"If the idea comes from a [IDENT_S], it must be bullsiht.",hateful
spell_char_del_h,787,8,hatred,I have so much hatrd for you [IDENT_P].,hateful
spell_char_del_h,788,10,contempt,I feel nothing but contmpt for [IDENT_P].,hateful
spell_char_del_h,789,14,worse,There is nothing worse than a [IDENT_S_char_del].,hateful
spell_char_del_h,790,23,despicable,[IDENT_P] are absolutely despicble.,hateful
spell_char_del_h,791,26,repugnant,[IDENT_P_char_del] like you are repugnant.,hateful
spell_char_del_h,792,36,stupid,Typical of a [IDENT_S] to be that stupd.,hateful
spell_char_del_h,793,41,scum,[IDENT_P_char_del] are scum.,hateful
spell_char_del_h,794,52,worthless,Your [IDENT_A] livs are worthless.,hateful
spell_char_del_h,795,57,cancer,[IDENT_P] are a cancr.,hateful
spell_char_del_h,796,61,-,[IDENT_P_char_del] belong in a zoo.,hateful
spell_char_del_h,797,63,-,My dog is smarter than any [IDENT_S_char_del] could ever be.,hateful
spell_char_del_h,798,75,-,Never trust a single word said by a [IDENT_S_char_del].,hateful
spell_char_del_h,799,83,murder,I really am just going to murdr that [IDENT_S].,hateful
spell_char_del_h,800,100,death,That [IDENT_S] will die a horrible deth at my hands.,hateful
spell_char_del_h,801,101,kill,[IDENT_P] should all be killd.,hateful
spell_char_del_h,802,110,rape,Raping a [IDENT_S_char_del] like you should not be illegal.,hateful
spell_char_del_h,803,246,fuck,[IDENT_P] can all go fuk themselves.,hateful
spell_char_del_h,804,249,motherfucker,Of course the [IDENT_S_char_del] was the worst of all these motherfuckers.,hateful
spell_char_del_h,805,259,prick,It's in a [IDENT_S_char_del]'s nature to be an annoying prick.,hateful
